RIGHT_CUT_VIEW_V1,120,271
63,16.91519533527697,-2.971731778425656,5.037690962099125
64,16.97837900874636,-2.992793002915452,5.009609329446064
65,17.0,-3.0,5.0
66,17.0801866161248,-3.03207464644992,4.93585070710016
67,17.30908295669923,-3.123633182679691,4.752733634640618
68,17.669193760023326,-3.2676775040093307,4.464644991981339
69,18.143023764397142,-3.4572095057588568,4.0855809884822865
70,18.713077708120718,-3.685231083248287,3.6295378335034263
71,19.361860329494096,-3.9447441317976377,3.110511736404724
72,20.07187636681732,-4.228750546726928,2.542498906546144
73,20.825630558390436,-4.530252223356174,1.9394955532876517
74,21.605627642513486,-4.842251057005394,1.3154978859892115
75,22.394372357486514,-5.157748942994605,0.6845021140107894
76,23.174369441609564,-5.469747776643826,0.06050444671234878
77,23.92812363318268,-5.771249453273072,-0.5424989065461432
78,24.638139670505904,-6.055255868202362,-1.1105117364047237
79,25.286922291879282,-6.314768916751713,-1.6295378335034254
80,25.856976235602858,-6.542790494241143,-2.0855809884822865
81,26.330806239976674,-6.732322495990669,-2.464644991981338
82,26.69091704330077,-6.876366817320309,-2.7527336346406184
83,26.9198133838752,-6.96792535355008,-2.93585070710016
84,27.0,-7.0,-3.0
85,26.52734375,-6.87109375,-2.95703125
86,25.28125,-6.53125,-2.84375
87,23.51953125,-6.05078125,-2.68359375
88,21.5,-5.5,-2.5
89,19.48046875,-4.94921875,-2.31640625
90,17.71875,-4.46875,-2.15625
91,16.47265625,-4.12890625,-2.04296875
92,16.0,-4.0,-2.0
93,15.113702623906706,-3.7784256559766765,-1.8892128279883382
94,12.82798833819242,-3.206997084548105,-1.6034985422740524
95,9.70262390670554,-2.425655976676385,-1.2128279883381925
96,6.297376093294462,-1.5743440233236154,-0.7871720116618077
97,3.1720116618075807,-0.7930029154518952,-0.3965014577259476
98,0.8862973760932942,-0.22157434402332354,-0.11078717201166177
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
134,0.0,0.0,0.0
135,0.0,0.0,0.0
136,0.0,0.0,0.0
137,0.0,0.0,0.0
138,0.0,0.0,0.0
139,0.0,0.0,0.0
140,0.0,0.0,0.0
141,0.0,0.0,0.0
142,0.0,0.0,0.0
143,0.0,0.0,0.0
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,0.0,0.0,0.0
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.020068079052989886,0.0,0.01605446324239191
186,0.07824010567494792,0.0,0.06259208453995833
187,0.17146776406035663,0.0,0.1371742112482853
188,0.2967027384036986,0.0,0.2373621907229589
189,0.4508967128994563,0.0,0.3607173703195651
190,0.6310013717421125,0.0,0.50480109739369
191,0.8339683991261493,0.0,0.6671747193009194
192,1.05674947924605,0.0,0.8453995833968398
193,1.2962962962962963,0.0,1.037037037037037
194,1.5495605344713712,0.0,1.239648427577097
195,1.813493877965757,0.0,1.4507951023726056
196,2.085048010973937,0.0,1.6680384087791496
197,2.3611746176903923,0.0,1.888939694152314
198,2.638825382309607,0.0,2.1110603058476856
199,2.914951989026063,0.0,2.3319615912208507
200,3.1865061220342428,0.0,2.549204897627394
201,3.4504394655286292,0.0,2.7603515724229033
202,3.7037037037037033,0.0,2.962962962962963
203,3.94325052075395,0.0,3.1546004166031603
204,4.1660316008738505,0.0,3.33282528069908
205,4.368998628257888,0.0,3.49519890260631
206,4.549103287100543,0.0,3.6392826296804346
207,4.703297261596301,0.0,3.762637809277041
208,4.828532235939643,0.0,3.8628257887517146
209,4.921759894325052,0.0,3.937407915460042
210,4.97993192094701,0.0,3.983945536757608
211,5.0,0.0,4.0
212,5.010455533232195,0.0,4.017425888720325
213,5.04083808274222,0.0,4.068063471237033
214,5.089671573250236,0.0,4.149452622083726
215,5.155479929476403,0.0,4.259133215794005
216,5.2367870761408835,0.0,4.394645126901472
217,5.3321169379638365,0.0,4.553528229939727
218,5.4399934396654235,0.0,4.733322399442372
219,5.558940505965804,0.0,4.931567509943007
220,5.687482061585141,0.0,5.145803435975235
221,5.824142031243594,0.0,5.3735700520726555
222,5.967444339661323,0.0,5.612407232768871
223,6.11591291155849,0.0,5.859854852597483
224,6.268071671655255,0.0,6.1134527860920915
225,6.422444544671778,0.0,6.370740907786297
226,6.577555455328222,0.0,6.629259092213703
227,6.731928328344745,0.0,6.8865472139079085
228,6.88408708844151,0.0,7.140145147402517
229,7.032555660338677,0.0,7.387592767231129
230,7.175857968756406,0.0,7.6264299479273445
231,7.312517938414859,0.0,7.8541965640247655
232,7.441059494034196,0.0,8.068432490056994
233,7.5600065603345765,0.0,8.266677600557628
234,7.667883062036164,0.0,8.446471770060274
235,7.7632129238591165,0.0,8.605354873098529
236,7.844520070523597,0.0,8.740866784205995
237,7.910328426749764,0.0,8.850547377916275
238,7.959161917257781,0.0,8.931936528762968
239,7.989544466767805,0.0,8.982574111279675
240,8.0,0.0,9.0
241,8.0,0.0,9.0
242,8.0,0.0,9.0
243,8.0,0.0,9.0
244,8.0,0.0,9.0
245,8.0,0.0,9.0
246,8.0,0.0,9.0
247,8.0,0.0,9.0
248,8.0,0.0,9.0
249,8.0,0.0,9.0
250,8.0,0.0,9.0
251,8.0,0.0,9.0
252,8.0,0.0,9.0
253,8.0,0.0,9.0
254,8.0,0.0,9.0
255,8.0,0.0,9.0
256,8.0,0.0,9.0
257,8.0,0.0,9.0
258,8.0,0.0,9.0
259,8.0,0.0,9.0
260,8.0,0.0,9.0
261,8.0,0.0,9.0
262,8.0,0.0,9.0
263,8.0,0.0,9.0
264,8.0,0.0,9.0
265,8.0,0.0,9.0
266,8.0,0.0,9.0
267,8.0,0.0,9.0
268,8.0,0.0,9.0
269,8.0,0.0,9.0
270,8.0,0.0,9.0
